Project,Package,Class,Method,Smell,Description,File
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testNPEInPDFParserConfig,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testPDFBox52,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testPDFBox52,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.parser.pdf.PDFParserConfig.setExtractInlineImages; org.apache.tika.parser.pdf.PDFParserConfig.setExtractUniqueInlineImagesOnly,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPBasicSchema,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testExtractInlineImageMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testExtractInlineImageMetadata,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.parser.pdf.PDFParserConfig.setExtractInlineImageMetadataOnly; org.apache.tika.metadata.Metadata.getInt; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedRichMedia,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedRichMedia,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.metadata.Metadata.getValues; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testCustomGraphicsEngineFactory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testCustomGraphicsEngineFactory,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAFRelationshipAndException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testDefaultPDFOCR,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testMetadataKeyPrecision,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 41,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,testIncrementalUpdateInfoExtracted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,testIncrementalUpdateInfoExtracted,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.parser.pdf.PDFParserConfig.setExtractIncrementalUpdateInfo; org.apache.tika.metadata.Metadata.getLongValues; org.apache.tika.metadata.Metadata.getInt,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,testIncrementalUpdateParsing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,testIncrementalUpdateParsing,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.parser.pdf.PDFParserConfig.setParseIncrementalUpdates; org.apache.tika.metadata.Metadata.getLongValues; org.apache.tika.metadata.Metadata.getInt,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testPDFA,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testPDFX,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testPDFUA,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testPDFUA,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.metadata.Metadata.getValues; org.apache.tika.metadata.Metadata.getInt,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testPDFVT,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,testDublinCore,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTMLTest,testJournal,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTMLTest.java
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTMLTest,testVarious,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTMLTest.java
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTMLTest,testChildAttachments,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTMLTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMLProfiler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testOSSpecificEmbeddedFileExtraction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
